id,title,date,location,establishment_type,casualties,property_loss,cause,description,control_extinguishment,suppression_mitigation,evacuation_rescue,source_type,hazard_category
72,Gothenburg Nightclub Fire (Sweden),"October 29, 1998","Gothenburg, Sweden",Rented Community Assembly Hall.,"63 fatalities, 213 injuries.",Not documented in available sources,"Arson; paper and furniture were set alight in a rear emergency exit stairwell, sending flames and toxic smoke directly into the main dance hall.","Arson; paper and furniture were set alight in a rear emergency exit stairwell, sending flames and toxic smoke directly into the main dance hall.","Fire brigades arrived within six minutes, deploying handlines up the main access stairwell and using turntable ladders to rescue victims from upper windows.","The hall had an approved capacity of 150 people, but over 380 patrons were inside. The hall lacked automatic fire sprinklers or tamper-proof exit door security.","With the rear emergency exit blocked by the arson fire, fleeing patrons surged toward the single main entrance door, causing a severe crowd crush. Dozens broke high, narrow windows to jump to safety.",international_reference,structural_fire
73,Kaprun Funicular Fire (Austria),"November 11, 2000","Kaprun, Salzburg State, Austria",Alpine Funicular Railway Inside Mountain Tunnel.,"155 fatalities, 12 survivors",total destruction of the funicular train.,"An unauthorized fan heater ignited leaking hydraulic oil lines in the rear driver cabin, catching fire inside a 3.3-kilometer inclined mountain tunnel.","An unauthorized fan heater ignited leaking hydraulic oil lines in the rear driver cabin, catching fire inside a 3.3-kilometer inclined mountain tunnel.","Firefighters entered the tunnel from both upper and lower portals equipped with extended-duration rebreathers, but extreme heat and toxic gas prevented access to the train for hours.","The train car lacked interior automatic fire suppression, smoke detectors, portable fire extinguishers, or manual emergency door opening mechanisms accessible to passengers.","Trapped passengers were unable to open the sealed hydraulic train doors until a survivor smashed a reinforced window. The 12 passengers who evacuated downward past the fire survived, while all passengers who fled upward died from smoke drawn up the tunnel's natural chimney draft.",international_reference,structural_fire
74,Santika Club Fire (Thailand),"January 1, 2009","Watthana, Bangkok, Thailand",Commercial Entertainment Nightclub.,"66 fatalities, 222 injuries",total interior burnout.,"Indoor New Year pyrotechnics or electrical shorting ignited ceiling insulation, dropping burning synthetic material onto crowded dance floors below.","Indoor New Year pyrotechnics or electrical shorting ignited ceiling insulation, dropping burning synthetic material onto crowded dance floors below.","Multiple fire engines deployed hose lines to control the blaze, but interior structural collapses forced crews to conduct defensive master stream suppression from outside.","Ground-floor windows were fitted with heavy steel security bars. Dedicated emergency fire exits were locked shut to prevent unpaid entry, and no sprinklers were installed.","Public egress was restricted to a single main entrance door that opened inward, creating a lethal bottleneck as hundreds of fleeing patrons surged forward in total darkness.",international_reference,structural_fire
75,Windsor Tower Fire (Spain),"February 12, 2005","Madrid, Spain",32-storey High-Rise Commercial Office Building.,"0 fatalities, 7 injuries",total structural collapse of upper steel floor plates.,"An electrical short circuit on the 21st floor ignited office furnishings, spreading upward along the perimeter glass facade.","An electrical short circuit on the 21st floor ignited office furnishings, spreading upward along the perimeter glass facade.","Firefighters initially conducted an interior attack, but falling concrete and collapsing steel floor frames forced an evacuation of all personnel to establish a defensive ground perimeter.","Building retrofits for automatic fire sprinklers were incomplete at the time of the fire. The central reinforced concrete core remained intact, preventing total global collapse.","Because the fire broke out late on a weekend evening, the building was largely empty. Security staff evacuated the few remaining occupants before smoke filled the central core stairwells.",international_reference,structural_fire
76,Garley Building Fire (Hong Kong),"November 20, 1996","Jordan, Kowloon, Hong Kong",16-storey Commercial Office & Retail Building.,"41 fatalities, 80 injuries",multi-floor interior burnout.,"Hot-work welding sparks inside an elevator shaft dropped onto combustible construction debris at the basement level, sending fire and smoke up the open shaft.","Hot-work welding sparks inside an elevator shaft dropped onto combustible construction debris at the basement level, sending fire and smoke up the open shaft.","Firefighters fought the blaze using high-reach aerial monitors and internal hose lines under severe heat, elevating the fire to a 5-alarm incident over a 20-hour operation.","Automatic sprinkler systems had been shut down for elevator renovation work. Fire-rated doors on multiple upper floors were propped open, allowing smoke to enter office hallways.",Building occupants ignored initial fire alarms due to ongoing maintenance testing. Firefighters used snorkel ladders to pull trapped survivors from upper-floor windows as interior hallways burned.,international_reference,structural_fire
77,Los Alfaques Tanker Disaster (Spain),"July 11, 1978","Alcàniss, Tarragona, Spain",Industrial Transport / Coastal Campsite Area.,"217 fatalities, 200+ severe burn injuries",complete destruction of the adjacent campsite.,"An overfilled tank truck carrying 23 tonnes of liquid propylene suffered a shell rupture, creating a gas cloud that ignited on a campsite cookstove (BLEVE).","An overfilled tank truck carrying 23 tonnes of liquid propylene suffered a shell rupture, creating a gas cloud that ignited on a campsite cookstove (BLEVE).",Local municipal and industrial fire units deployed water streams to extinguish residual fires across destroyed campsite structures and vehicle hulls.,The tank truck lacked pressure relief safety valves. Hazardous material transport routes passed directly adjacent to public beach campsites without protective blast barriers.,"The sudden thermal blast wave left no time for evacuation. Immediate rescue operations were performed by surviving campers, local residents, and private vehicles transporting burn victims to regional hospitals.",international_reference,structural_fire
78,Dupont Plaza Hotel Fire (Puerto Rico),"December 31, 1986","San Juan, Puerto Rico, United States",High-Rise Hotel & Casino Complex.,"98 fatalities, 140 injuries",multi-million dollar damage and legal claims.,"Arson; disaffected employees set fire to stacked furniture boxes in a ballroom, causing a massive flashover that swept directly into the adjacent casino floor.","Arson; disaffected employees set fire to stacked furniture boxes in a ballroom, causing a massive flashover that swept directly into the adjacent casino floor.",Fire brigades executed offensive hose attacks on the lower ballroom levels while simultaneously deploying aerial ladders to pull survivors from upper guest room balconies.,"The casino lacked automatic fire sprinklers, and stairwell doors were prop-locked open, allowing toxic smoke to travel freely into upper guest tower floors.","Guests inside the casino were trapped when flashover blew out interior partition glass. Hundreds fled to the rooftop and balconies, where commercial and military helicopters airlifted them to safety.",international_reference,structural_fire
79,Animation coaching centre-cum-library above shops in a three-storey commercial building — Lucknow,22 Jun 2026,"Lucknow (Puraniya, Aliganj), Uttar Pradesh",Educational,15 killed | 6 injured,Not documented in this source,Animation coaching centre-cum-library above shops in a three-storey commercial building - under investigation (exact cause not ascertained; most deaths were due to suffocation as fire trapped students inside),Animation coaching centre-cum-library above shops in a three-storey commercial building - under investigation (exact cause not ascertained; most deaths were due to suffocation as fire trapped students inside),"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
80,Firecracker factory — Jaipur,9 Jun 2026,"Jaipur (Khoh Nagoriyan), Rajasthan",Industrial,3 killed | 5 injured,Not documented in this source,Firecracker factory - under investigation (probe to examine safety lapses and storage issues; some reports described the unit as illegal),Firecracker factory - under investigation (probe to examine safety lapses and storage issues; some reports described the unit as illegal),"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
81,Prasad Hospital ICU (private hospital) — Muzaffarpur,4 Jun 2026,"Muzaffarpur (Brahmpura), Bihar",Hospital,5 killed | 20 injured,Not documented in this source,Prasad Hospital ICU (private hospital) - suspected electrical short circuit; fire broke out around 3:55 am with 13-15 patients,Prasad Hospital ICU (private hospital) - suspected electrical short circuit; fire broke out around 3:55 am with 13-15 patients,Eight fire tenders were dispatched immediately after the emergency call was received at 3:55 am; firefighting teams reached the scene promptly and brought the blaze under control while simultaneously conducting rescue operations in dense smoke.,"The fire was suspected to be a short circuit inside the fifth-floor ICU. A fire audit had reportedly been conducted at the hospital previously, raising questions about follow-through on identified risks. No sprinkler activation or automated suppression is documented as having occurred.","Hospital staff, aided by local residents, broke windows to pull trapped patients out of the smoke-filled ICU — a manual, improvised evacuation method used because normal escape routes were compromised by smoke. Firefighters personally carried out around 15-20 patients despite intense smoke exposure. Around 20-22 ICU patients were evacuated in total and the remaining hospital patients were shifted to nearby facilities as a precaution.",domestic_india_nissmat,structural_fire
82,Flourish Stay bed-and-breakfast hotel — New Delhi,3 Jun 2026,"New Delhi (Malviya Nagar), Delhi",Hotel,21 killed | 40 injured,Not documented in this source,"Flourish Stay bed-and-breakfast hotel - blaze near ground-floor restaurant; suspected electrical short circuit; operating without valid fire NOC, running 25 rooms on limited licence","Flourish Stay bed-and-breakfast hotel - blaze near ground-floor restaurant; suspected electrical short circuit; operating without valid fire NOC, running 25 rooms on limited licence","The fire originated near a ground-floor/basement staircase around 8:48 am and spread through the building via a shared stairwell to the adjacent Micasa Inn. Firefighters faced severe access delays because the hotel sat in a narrow, congested lane lined with overhead high-voltage electrical cables, with no water source readily available and encroachments blocking approach — a combination that significantly slowed fire tender deployment.","The building had no fire NOC, no smoke detectors, no automated fire alarms, and no sprinkler systems — meaning there was zero early-warning or automatic suppression capability. It was licensed for only 6 rooms but was illegally operating 25, quadrupling its effective fire load and occupant density beyond what any safety planning had accounted for.","The building had only a single staircase and no alternative escape routes, which trapped many occupants once smoke filled the corridors. Several people jumped from upper floors in desperation. Around 10 police personnel were injured while entering the smoke-filled building to physically pull survivors out. More than 40 people were rescued despite the structural evacuation failure — illustrating that manual room-to-room rescue by responders compensated substantially for the complete absence of planned escape infrastructure.",domestic_india_nissmat,structural_fire
83,Four-storey residential building B-13 Vivek Vihar Phase-I — Delhi,3 May 2026,"Delhi (Vivek Vihar), Delhi",Residential,9 killed | 2 injured,Not documented in this source,Four-storey residential building B-13 Vivek Vihar Phase-I - initial findings suggest an air-conditioner blast/explosion triggered the early-morning blaze,Four-storey residential building B-13 Vivek Vihar Phase-I - initial findings suggest an air-conditioner blast/explosion triggered the early-morning blaze,"14 fire tenders were deployed after the call came in at 3:47-3:48 am, arriving within roughly 15 minutes. Firefighters made rapid progress on front-facing flats but hit severe obstruction on the building's rear side, where conditions turned into what one fire officer called 'a nightmare.'","The fire is suspected to have started with an air conditioner explosion on the second floor and spread upward through floors 2-4. Multiple exploding AC units throughout the building added fuel and heat to the blaze as it climbed, and the structure had illegally been converted to two flats per floor instead of one, roughly doubling the fire load and occupant density the original design anticipated.","Evacuation was severely hampered by three compounding structural failures: (1) a massive iron security grille covering a major section of the building's front blocked rescuer entry/occupant exit, (2) the building had only a single point of entry and exit, and (3) electronic door locks — including the lock on the door to the roof — jammed, trapping some residents on floors above the fire with no secondary escape route, contributing to deaths by smoke inhalation. Firefighters rescued everyone from front-facing flats but were unable to reach several rear-side residents in time. The incident occurred at dawn (3:47 am), when residents were asleep and slowest to react.",domestic_india_nissmat,structural_fire
84,Vanaja fireworks factory — Kattanarpatti near Virudhunagar,19 Apr 2026,"Kattanarpatti near Virudhunagar, Tamil Nadu",Industrial,25 killed | 20 injured,Not documented in this source,Vanaja fireworks factory - blast originated in chemical mixing shed with nearly 40 workers; held PESO licence but operating without permission on a rest day,Vanaja fireworks factory - blast originated in chemical mixing shed with nearly 40 workers; held PESO licence but operating without permission on a rest day,"Police from Vachakkarapatti and fire and rescue teams from Sivakasi and Virudhunagar rushed to the site and worked to clear debris across the collapsed, fully engulfed units to locate survivors and recover bodies.","Friction during the mixing of explosive chemicals in a raw-material storage room is believed to have triggered the initial blast, which set off a chain reaction leveling three-to-four rooms of the facility. Critically, a SECOND explosion occurred during the rescue operation itself, injuring 17 additional people including six policemen and four firemen — demonstrating that unexploded/unstable chemical stock can remain a live hazard well after the initial blast, and that responders must treat firecracker/chemical explosion sites as having a continued secondary-blast risk zone, not just a single-event scene.","With ~30 workers on site at the time, rescue was primarily body/survivor recovery from debris rather than a live evacuation, since the explosion's suddenness gave workers no warning. The region's chronic accident pattern (134 deaths in Virudhunagar district firecracker units since 2022 alone) points to systemic non-adherence to PESO (Petroleum and Explosives Safety Organisation) safety norms as the real root-cause mitigation gap, rather than any single incident's response failure.",domestic_india_nissmat,structural_fire
85,SCB Medical College and Hospital trauma care unit (first floor) — Cuttack,16 Mar 2026,"Cuttack, Odisha",Hospital,10 killed | 16 injured,Not documented in this source,"SCB Medical College and Hospital trauma care unit (first floor) - electrical short circuit, likely due to poorly maintained wiring","SCB Medical College and Hospital trauma care unit (first floor) - electrical short circuit, likely due to poorly maintained wiring","Once the fire's automated safety systems were triggered, three fire tenders were dispatched and fire personnel worked jointly with hospital staff, police, and patient attendants to control the blaze, which had spread from the trauma ICU to an adjoining ICU and adjacent wards.","The fire was suspected to be caused by a short circuit likely linked to poorly maintained wiring — the same root cause repeatedly cited across ICU fires nationally (Bhandara, Virar, Jhansi). No mitigation-side details (sprinklers, alarms) are documented as having functioned, but the hospital's own fire safety systems reportedly activated, which is notably different from many other ICU fire cases in this dataset where no activation occurred at all.","All 23 patients on the first-floor trauma care ICU were evacuated and shifted to other departments (critically ill patients specifically moved to the New Medicine ICU), and this evacuation was executed successfully enough that zero additional deaths occurred beyond the initial incident. 11 hospital staff and security personnel sustained burn injuries directly from physically carrying out patients during the rescue — highlighting that staff willingness to physically intervene (even at personal injury risk) was the decisive factor separating this outcome from ICU fires elsewhere with far higher tolls.",domestic_india_nissmat,structural_fire
86,Warehouse complex — Kolkata,26 Jan 2026,"Kolkata (Anandapur/Nazirabad), West Bengal",Industrial,21 killed,Not documented in this source,Warehouse complex - Pushpanjali Decorators godown and adjacent Wow! Momo warehouse - fire originated in decorators godown around 3am and spread; lack of fire clearances cited,Warehouse complex - Pushpanjali Decorators godown and adjacent Wow! Momo warehouse - fire originated in decorators godown around 3am and spread; lack of fire clearances cited,"By the time multiple fire tenders reached the site, both adjoining warehouse structures were already fully engulfed. Firefighters battled the blaze for over 36 hours continuously, facing repeated flare-ups and partial structural collapses throughout — an unusually prolonged firefighting operation reflecting the density of combustible packaging material and decorator supplies stored inside.","The fire is believed to have started around 3 am due to unauthorized cooking inside the Pushpanjali Decorators warehouse (workers reportedly lived/slept on the premises), then spread to the neighboring Wow! Momo warehouse, which stored large quantities of combustible packaging material that accelerated the fire's growth once it crossed over.","The central failure was a complete lack of evacuation routes: police investigation specifically focused on why workers sleeping inside were unable to escape, given the fire started before dawn while people slept. No safe-refuge or emergency-exit system existed at either warehouse; workers were burned before they could react, with over 27 people initially reported missing and remains only identifiable via DNA testing due to the fire's severity and duration — indicating this was fundamentally an evacuation-infrastructure failure (no exits, no fire-safe sleeping/storage separation) rather than a firefighting-response failure.",domestic_india_nissmat,structural_fire
87,Birch by Romeo Lane nightclub — Arpora,6 Dec 2025,"Arpora (North Goa), Goa",Entertainment,25 killed | 50 injured,Not documented in this source,"Birch by Romeo Lane nightclub - fire concentrated around ground-floor kitchen late at night, suspected cylinder blast/firecracker","Birch by Romeo Lane nightclub - fire concentrated around ground-floor kitchen late at night, suspected cylinder blast/firecracker","Access to the nightclub was through a narrow lane, which significantly hindered firefighters' ability to reach and position around the venue. It took approximately two hours to put out the fire, and rescue/recovery operations continued through the night into the following morning.","The fire was concentrated around the ground-floor kitchen, suspected to be triggered by burst firecrackers/a cylinder explosion, and was significantly worsened by dried palm leaves used as decorative material — highly combustible decor materials directly accelerated the fire's spread. The venue had no fire NOC, was built on a salt pan without proper zoning approval, lacked adequate ventilation, and had continued operating illegally despite a pending legal case — a near-total absence of any preventive mitigation layer.","The fire began on the first floor where congestion and narrow exits trapped occupants; a portion of the more than 100 people on the dance floor fled toward the kitchen area to escape, only to become trapped there along with kitchen staff. Most victims (20 of 25) were club staff members caught in the kitchen/basement area rather than patrons — indicating that in a fire, staff working in back-of-house areas (kitchens, storage) face materially higher risk than customers in open floor areas, since they are furthest from primary exits and closest to the ignition source.",domestic_india_nissmat,structural_fire
88,Private sleeper bus (V Kaveri Travels) NH-44 — Kurnool,24 Oct 2025,"Kurnool (near Chinnatekur village), Andhra Pradesh",Transport,20 killed,Not documented in this source,"Private sleeper bus (V Kaveri Travels) NH-44 - collision with motorcycle that lodged under bus, sparking fuel-fed fire; aggravated by cell phone consignment","Private sleeper bus (V Kaveri Travels) NH-44 - collision with motorcycle that lodged under bus, sparking fuel-fed fire; aggravated by cell phone consignment","Local emergency services and police reached the scene shortly after the collision-triggered fire began around 3:00-3:30 am, but by the time they arrived the bus had already been completely gutted by flames that spread through the vehicle within minutes of ignition.","The fire was triggered when a motorcycle collided with the bus and became lodged underneath it, with sparks and leaking fuel from the two-wheeler igniting the bus. The rapid spread was worsened by the vehicle's fuel tank; a suspected short circuit from the impact also jammed the main door, removing the primary evacuation route almost immediately after the collision.","With the main door (near the driver's cabin) jammed and blocked by fire almost immediately, roughly 12-21 surviving passengers escaped only by breaking open the rear emergency exit windows themselves. Passengers seated in the middle and rear of the bus, and those still asleep at the 3:30 am impact time, had far lower survival odds than those near the emergency exit — underscoring that in vehicle fires, the single greatest survival factor is proximity to a *usable* (non-jammed) exit, not any firefighting response, since the entire event concluded in minutes before external help could meaningfully intervene.",domestic_india_nissmat,structural_fire
89,Private AC sleeper bus — Jaisalmer,14 Oct 2025,"Jaisalmer (near Thaiyat village), Rajasthan",Transport,26 killed,Not documented in this source,Private AC sleeper bus - short circuit from faulty wiring in illegally retrofitted air-conditioning system; bus registered as non-AC and modified,Private AC sleeper bus - short circuit from faulty wiring in illegally retrofitted air-conditioning system; bus registered as non-AC and modified,"Personnel from the 12th RAPID Division of the Indian Army, stationed nearby, arrived quickly and joined local villagers/passersby in rescue efforts, bringing an excavator and water tankers. Water from a passing civilian tanker was also used to help control the blaze even before formal fire brigade units arrived — illustrating the value of nearby non-fire-service resources (military units, passing vehicles) in rural/highway incidents where dedicated fire response may be far away.","A suspected short circuit in a recently-installed air conditioning system (the bus had been converted from non-AC to AC just a week prior) triggered smoke from the rear of the vehicle, which the driver noticed and used to pull over near a military station — a location that fortuitously placed rescuers close by. The retrofit nature of the AC installation is a specific, checkable mitigation point: aftermarket electrical modifications to vehicles carry elevated fire risk if not properly rated/installed.","The single automatic emergency door became jammed by the fire/heat almost immediately, and the bus had no window hammers or secondary emergency exits — forcing Army personnel to physically pry the door open while some passengers broke windows to escape. Investigators found most bodies piled in the aisle, indicating passengers attempted to reach the door but could not escape in time once it jammed. This is the same failure pattern as the Kurnool bus fire: single-exit dependency with no backup egress is catastrophic in vehicle fires.",domestic_india_nissmat,structural_fire
90,"Neuro ICU Trauma Centre, SMS Government Hospital — Jaipur",5 Oct 2025,"Jaipur, Rajasthan",Hospital,6 killed,Not documented in this source,"Neuro ICU Trauma Centre, SMS Government Hospital - suspected short circuit in Neuro ICU storage area late at night","Neuro ICU Trauma Centre, SMS Government Hospital - suspected short circuit in Neuro ICU storage area late at night","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
91,Mixed-use building — Hyderabad,18 May 2025,"Hyderabad, Telangana",Residential,17 killed,Not documented in this source,"Mixed-use building - Sri Krishna Pearls showroom with family residence above, Gulzar Houz near Charminar - suspected electrical short circuit in ground-floor showroom in early hours","Mixed-use building - Sri Krishna Pearls showroom with family residence above, Gulzar Houz near Charminar - suspected electrical short circuit in ground-floor showroom in early hours","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
92,"Rituraj Hotel, Falpatti Machhua area, Burrabazar — Kolkata",29 Apr 2025,"Kolkata, West Bengal",Hotel,14 killed | 13 injured,Not documented in this source,"Rituraj Hotel, Falpatti Machhua area, Burrabazar - suspected electrical short circuit on first floor; deaths mainly from asphyxiation amid blocked exits and bricked-up windows; NOC expired ~2 years earlier","Rituraj Hotel, Falpatti Machhua area, Burrabazar - suspected electrical short circuit on first floor; deaths mainly from asphyxiation amid blocked exits and bricked-up windows; NOC expired ~2 years earlier","Ten fire engines were dispatched to the scene, but narrow lanes in the congested Falpatti Machhua/Burrabazar zone significantly slowed their approach and positioning. The fire, which started in a room near the first-floor kitchen around 8:15 pm, was brought under control by approximately 1:00 am — roughly 4-5 hours of firefighting.","A post-incident investigation found the hotel had a locked exit, non-functional in-house firefighting systems, blocked windows, and an expired fire-safety clearance — meaning none of the building's intended fire-safety infrastructure was actually operative when the fire occurred. Most deaths were attributed to smoke asphyxiation in the stairwell rather than burns, indicating the fire's toxic smoke output outpaced occupants' ability to evacuate.","With interior escape routes compromised, guests fled to the rooftop or clung to narrow window ledges; firefighters used hydraulic ladders to reach and rescue people stranded on ledges, and used megaphones/loudspeakers to calm panicking guests on the roof and ledges and instruct them to wait for rescue rather than attempt a risky jump — at least one person died after jumping regardless. This combination (hydraulic ladder extraction + active verbal crowd-calming) is a directly reusable tactic for any high-rise fire where occupants become stranded on external ledges or rooftops.",domestic_india_nissmat,structural_fire
93,Illegal firecracker warehouse-cum-factory (Deepak Fireworks unit) — Deesa,1 Apr 2025,"Deesa, Banaskantha district, Gujarat",Industrial,22 killed,Not documented in this source,Illegal firecracker warehouse-cum-factory (Deepak Fireworks unit) - explosion triggered by highly reactive aluminium powder; blast collapsed building,Illegal firecracker warehouse-cum-factory (Deepak Fireworks unit) - explosion triggered by highly reactive aluminium powder; blast collapsed building,"Firefighters from Deesa Municipality, along with 108 emergency medical services, rushed to the site, but the intensity of the fire and repeated internal explosions made rescue and firefighting operations extremely difficult as flames engulfed the collapsed structure.","Forensic investigation confirmed the explosion was caused by highly reactive aluminium powder combined with yellow dextrin powder (a pyrotechnic binder) — both raw firecracker ingredients being stored despite the warehouse's fire-safety licence having expired the previous year and its renewal application having been explicitly REJECTED after a police inspection found a complete lack of safety measures. The owner brought in raw material AFTER this rejection, representing a direct, documented, willful mitigation failure rather than an accidental gap.","The blast was powerful enough to send workers' body parts 200-300 metres away and caused the RCC roof slab to collapse onto workers below. Tragically, several victims were family members of workers who lived on the warehouse premises — including 8 children among the 21 dead — meaning there was no separation between hazardous storage/production areas and worker housing, removing any possibility of evacuating dependents who were not even meant to be present during working hazardous operations.",domestic_india_nissmat,structural_fire
94,Ordnance Factory Bhandara explosives/ammunition-filling unit — Bhandara,24 Jan 2025,"Bhandara, Maharashtra",Industrial,8 killed | 7 injured,Not documented in this source,Ordnance Factory Bhandara explosives/ammunition-filling unit - explosion in RK Branch section collapsed unit's roof,Ordnance Factory Bhandara explosives/ammunition-filling unit - explosion in RK Branch section collapsed unit's roof,"The blast triggered both a fire and a building roof collapse simultaneously, trapping workers under debris. NDRF (National Disaster Response Force) and SDRF (State Disaster Response Force) teams were deployed immediately alongside local Bhandara and Nagpur Municipal Corporation teams, using specialized rescue equipment to search the collapsed structure.","A subsequent investigation found the explosion resulted from long-neglected maintenance of the 'Extrumix machine' and other instruments in the facility's High Energy Explosives (HEX) sub-division — deteriorated equipment that had not been repaired despite known issues. Trainees, rather than fully experienced personnel, were reportedly assigned to work in this highly sensitive section, a staffing/training mitigation failure identified after the fact.","Of an estimated 13-14 workers in the unit at the time, several were rescued in stages as NDRF worked through the collapsed debris with specialized equipment; injured workers were shifted to hospitals in both Nagpur and Bhandara for treatment, splitting casualty load across two cities' medical capacity to avoid overwhelming a single facility.",domestic_india_nissmat,structural_fire
95,"Tent camps at Maha Kumbh Mela grounds, Sangam area — Prayagraj",19 Jan 2025,"Prayagraj, Uttar Pradesh",Religious,0 killed,Not documented in this source,"Tent camps at Maha Kumbh Mela grounds, Sangam area - LPG cylinder explosions during cooking in camp tents; fire spread by gusty winds","Tent camps at Maha Kumbh Mela grounds, Sangam area - LPG cylinder explosions during cooking in camp tents; fire spread by gusty winds","15 fire tenders responded and brought the blaze under control within roughly one hour. The Mahakumbh's pre-positioned fire infrastructure — 50 fire stations, 20 fire posts, 4,300 fire hydrants, and 351+ firefighting vehicles with 2,000+ trained personnel spread across the mela grounds — meant response times were extremely fast for an open, temporary-structure event of this scale.","The fire began when straw inside a tent caught fire during cooking, which then triggered an LPG cylinder explosion; strong winds helped it spread to 18 adjoining tents within minutes. Because thatched-roof/tent structures burn extremely fast, mitigation here relied almost entirely on pre-event infrastructure density (hydrants, standby engines) rather than any in-tent suppression system, since none existed.",Police and administration teams evacuated surrounding tents as a precaution once the fire began spreading; the affected area was fully cordoned off. Zero casualties were reported despite 18 tents being destroyed — a notable success outcome directly attributed to the extremely dense pre-positioned fire response network rather than to evacuation drills or occupant preparedness.,domestic_india_nissmat,structural_fire
96,LPG tanker-truck collision and fireball on national highway; around 40 vehicles engulfed — Jaipur,20 Dec 2024,"Jaipur (Bhankrota, Jaipur-Ajmer highway), Rajasthan",Transport,20 killed,Not documented in this source,"LPG tanker-truck collision and fireball on national highway; around 40 vehicles engulfed - truck hit LPG tanker, leaking gas ignited massive fireball","LPG tanker-truck collision and fireball on national highway; around 40 vehicles engulfed - truck hit LPG tanker, leaking gas ignited massive fireball","Rescue efforts faced severe difficulty because the leaking gas spread over an estimated 200-metre radius before igniting, meaning the hazard zone was far larger than the immediate collision point. More than 30 ambulances and fire brigade vehicles responded; traffic was closed on the highway to allow emergency access and prevent further vehicles from driving into the gas-fire zone.","The collision damaged the LPG tanker's outlet nozzle, causing a gas leak that spread before igniting into a fireball that ultimately engulfed over 40 vehicles including two sleeper buses and damaged a roadside pipe factory. This demonstrates a key mitigation principle specific to LPG/gas tanker incidents: the danger zone is not the crash site alone but the entire area the leaking gas cloud can reach before ignition — meaning immediate wide-radius traffic and pedestrian clearance (not just crash-site cordoning) is the critical early mitigation action.","Many victims, including sleeper-bus passengers and nearby workers, were unable to escape because the gas ignited and spread as a fireball too quickly for evacuation once the leak began — several eyewitnesses described people catching fire and being unable to remove burning clothing in time. This underscores that once an LPG leak ignites into open flame, there is effectively no evacuation window for people already within the gas-spread radius; the only real mitigation is preventing people/vehicles from entering that radius during the leak phase, before ignition.",domestic_india_nissmat,structural_fire
97,Escientia Advanced Sciences pharmaceutical plant — Atchutapuram,21 Aug 2024,"Atchutapuram, Anakapalli district, Andhra Pradesh",Industrial,18 killed,Not documented in this source,"Escientia Advanced Sciences pharmaceutical plant - leak of flammable solvent (MTBE) during transfer from reactor ignited, triggering major explosion","Escientia Advanced Sciences pharmaceutical plant - leak of flammable solvent (MTBE) during transfer from reactor ignited, triggering major explosion",Multiple fire engines were dispatched to extinguish the resulting fires; 13 people trapped inside the facility were rescued during the response. The explosion's severity was significant enough to blow out several walls and throw workers into fences.,"A vapour cloud explosion occurred when Methyl Tert-Butyl Ether (MTBE), a highly flammable solvent, leaked during transfer from a reactor to a storage tank via a pipeline and ignited. The state government explicitly attributed the accident to failure to follow Standard Operating Procedures (SOPs) during a hazardous chemical transfer operation — a clear, specific, and preventable procedural mitigation failure rather than equipment malfunction alone.","The explosion occurred at 2:15 pm during the lunch break, when a large portion of the plant's ~380 two-shift workforce was away from their workstations — this timing coincidence significantly reduced what could have been a much higher casualty count. This underscores an important, non-obvious mitigation principle: shift scheduling and break-period staffing density directly affects worst-case casualty exposure in industrial hazard zones, independent of any active safety system.",domestic_india_nissmat,structural_fire
